"Preparation_Date","Preparation_Time","Preparation_Time_Zone","Analysis_Date","Analysis_Time","Analysis_Time_Zone","County","Lake","Station","Activity_Start_Date","Activity_Start_Time","Activity_Time_Zone","Vol Filtered (L)","Ethanol (ml)","Tube #","750","664","647","630","750 (HCL)","665 (HCL)","Result_Value(ug/L)","Result_Comments","QAQC_Qualifier","WIN_Value_Qualifier","Holding_Qualifier","MDL_PQL_Qualifier","Data_Category","Run_ID","Study","Comments","StartDate","PrepDate","AnDate","Value_Qualifier","Sampling_Agency_Name","Project_ID"
"11/05/2025",12:31:00,"EST","11/25/2025",12:30:00,"EST","Pasco","PAS-ANC","2","11/05/2025",12:29:00,"EST",0.3,8,57,0.006,0.011,0.01,0.006,0.006,0.007,3,,,"",,,"Sample","CHLC1124202511252025",,,2025-11-05,2025-11-05,2025-11-25,,"Florida Lakewatch","21FLKWAT"
"11/05/2025",11:17:59,"EST","11/25/2025",12:30:00,"EST","Pasco","PAS-ANC","3","11/05/2025",11:16:00,"EST",0.25,8,58,0.005,0.009,0.008,0.005,0.005,0.005,3,,,"",,,"Sample","CHLC1124202511252025",,,2025-11-05,2025-11-05,2025-11-25,,"Florida Lakewatch","21FLKWAT"
"11/05/2025",12:19:59,"EST","11/25/2025",12:30:00,"EST","Pasco","PAS-ANC","4","11/05/2025",12:17:59,"EST",0.25,8,59,0.006,0.011,0.009,0.006,0.006,0.008,3,,,"",,,"Sample","CHLC1124202511252025",,,2025-11-05,2025-11-05,2025-11-25,,"Florida Lakewatch","21FLKWAT"
"11/05/2025",11:38:00,"EST","11/25/2025",12:30:00,"EST","Pasco","PAS-ANC","5","11/05/2025",11:35:59,"EST",0.5,8,60,0.003,0.008,0.006,0.003,0.005,0.005,2,,,"",,,"Sample","CHLC1124202511252025",,,2025-11-05,2025-11-05,2025-11-25,,"Florida Lakewatch","21FLKWAT"
"11/05/2025",11:47:59,"EST","11/25/2025",12:30:00,"EST","Pasco","PAS-ANC","6","11/05/2025",11:46:00,"EST",0.5,8,61,0.001,0.004,0.003,0.001,0.001,0.002,1,,,"U",,"U","Sample","CHLC1124202511252025",,,2025-11-05,2025-11-05,2025-11-25,"U","Florida Lakewatch","21FLKWAT"
"11/05/2025",11:59:00,"EST","11/25/2025",12:30:00,"EST","Pasco","PAS-ANC","7","11/05/2025",11:56:59,"EST",0.25,8,62,0.002,0.004,0.003,0.002,0.002,0.002,2,,,"",,,"Sample","CHLC1124202511252025",,,2025-11-05,2025-11-05,2025-11-25,,"Florida Lakewatch","21FLKWAT"
"11/05/2025",11:27:00,"EST","11/25/2025",12:30:00,"EST","Pasco","PAS-ANC","8","11/05/2025",11:25:00,"EST",0.5,8,63,0.001,0.004,0.003,0.001,0.002,0.004,1,,,"TI",,"TI","Sample","CHLC1124202511252025",,,2025-11-05,2025-11-05,2025-11-25,"U","Florida Lakewatch","21FLKWAT"
"11/05/2025",11:05:00,"EST","11/25/2025",12:30:00,"EST","Pasco","PAS-ANC","9","11/05/2025",11:02:59,"EST",0.5,8,64,0.002,0.004,0.003,0.002,0.001,0.003,1,,,"TI",,"TI","Sample","CHLC1124202511252025",,,2025-11-05,2025-11-05,2025-11-25,"U","Florida Lakewatch","21FLKWAT"
"11/05/2025",12:42:00,"EST","11/25/2025",12:30:00,"EST","Pasco","PAS-ANC","10","11/05/2025",12:40:00,"EST",0.5,8,65,0.002,0.004,0.003,0.002,0.003,0.003,1,,,"U",,"U","Sample","CHLC1124202511252025",,,2025-11-05,2025-11-05,2025-11-25,"U","Florida Lakewatch","21FLKWAT"
,,,"11/25/2025",12:30:00,"EST",,,"CCV3",,,,0.008,8,66,0.003,0.016,0.008,0.003,0.002,0.01,134,,,"",,,"QAQC","CHLC1124202511252025",,,,,2025-11-25,,"Florida Lakewatch","21FLKWAT"
,,,"11/25/2025",12:30:00,"EST",,,"MBLK4",,,,1,8,67,,,,,,,,,,"",,,"QAQC","CHLC1124202511252025",,,,,2025-11-25,,"Florida Lakewatch","21FLKWAT"
,,,"11/25/2025",12:30:00,"EST",,,"CCV4",,,,0.008,8,73,,,,,,,,,,"",,,"Sample","CHLC1124202511252025",,,,,2025-11-25,,"Florida Lakewatch","21FLKWAT"
,,,"11/25/2025",12:30:00,"EST",,,"CCV4",,,,0.008,8,88,,,,,,,,,,"",,,"QAQC","CHLC1124202511252025",,,,,2025-11-25,,"Florida Lakewatch","21FLKWAT"
,,,"11/25/2025",12:30:00,"EST",,,"MBLK5",,,,1,8,89,,,,,,,,,,"",,,"QAQC","CHLC1124202511252025",,,,,2025-11-25,,"Florida Lakewatch","21FLKWAT"
,,,"11/25/2025",12:30:00,"EST",,,"CCV5",,,,0.008,8,110,,,,,,,,,,"",,,"QAQC","CHLC1124202511252025",,,,,2025-11-25,,"Florida Lakewatch","21FLKWAT"
,,,"11/07/2025",12:59:59,"EST",,,"MBLK1",,,,1,8,1,-0.001,0,0,-0.001,0,0,1,,,"TI",,"TI","QAQC","CHLC1106202511072025",,,,,2025-11-07,"U","Florida Lakewatch","21FLKWAT"
"10/14/2025",09:29:59,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-CRY","1","10/14/2025",09:27:59,"EST",0.25,8,2,0.004,0.011,0.007,0.004,0.004,0.01,1,,,"U",,"U","Sample","CHLC1106202511072025",,,2025-10-14,2025-10-14,2025-11-07,"U","Florida Lakewatch","21FLKWAT"
"10/14/2025",09:18:00,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-CRY","2","10/14/2025",09:16:00,"EST",0.25,8,3,0.003,0.011,0.007,0.003,0.004,0.01,2,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-14,2025-10-14,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/14/2025",09:04:00,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-CRY","3","10/14/2025",09:02:00,"EST",0.25,8,4,0.005,0.015,0.009,0.005,0.003,0.011,2,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-14,2025-10-14,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/14/2025",08:44:00,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-CRY","4","10/14/2025",08:42:00,"EST",0.25,8,5,0.005,0.039,0.016,0.005,0.008,0.031,9,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-14,2025-10-14,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/14/2025",09:41:59,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-CRY","5","10/14/2025",09:39:59,"EST",0.25,8,6,0.002,0.008,0.005,0.002,0.002,0.004,3,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-14,2025-10-14,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/14/2025",10:48:00,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-CRY","6","10/14/2025",10:46:00,"EST",0.25,8,7,0.006,0.015,0.01,0.006,0.006,0.01,4,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-14,2025-10-14,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/14/2025",10:38:00,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-CRY","7","10/14/2025",10:36:00,"EST",0.25,8,8,0.007,0.026,0.015,0.007,0.009,0.023,4,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-14,2025-10-14,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/14/2025",09:53:00,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-CRY","8","10/14/2025",09:51:00,"EST",0.25,8,9,0.007,0.02,0.013,0.007,0.008,0.019,2,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-14,2025-10-14,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/14/2025",10:04:00,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-CRY","9","10/14/2025",10:02:00,"EST",0.25,8,10,0.005,0.023,0.012,0.005,0.007,0.021,3,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-14,2025-10-14,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/14/2025",10:23:00,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-CRY","10","10/14/2025",10:21:00,"EST",0.25,8,11,0.004,0.014,0.008,0.004,0.004,0.01,3,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-14,2025-10-14,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/13/2025",09:46:00,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-HOM","1","10/13/2025",09:44:00,"EST",0.25,8,12,0.008,0.014,0.012,0.008,0.007,0.013,1,,,"TI",,"TI","Sample","CHLC1106202511072025",,,2025-10-13,2025-10-13,2025-11-07,"U","Florida Lakewatch","21FLKWAT"
"10/13/2025",09:59:00,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-HOM","2","10/13/2025",09:57:00,"EST",0.5,8,13,0.006,0.013,0.01,0.006,0.007,0.013,1,,,"TI",,"TI","Sample","CHLC1106202511072025",,,2025-10-13,2025-10-13,2025-11-07,"U","Florida Lakewatch","21FLKWAT"
"10/13/2025",09:32:00,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-HOM","3","10/13/2025",09:29:59,"EST",0.25,8,14,0.001,0.014,0.006,0.001,0.001,0.01,3,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-13,2025-10-13,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/13/2025",09:17:00,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-HOM","4","10/13/2025",09:15:00,"EST",0.25,8,15,0.006,0.016,0.01,0.006,0.005,0.013,2,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-13,2025-10-13,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/13/2025",08:22:00,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-HOM","5","10/13/2025",08:20:00,"EST",0.25,8,16,0.005,0.042,0.017,0.005,0.01,0.035,10,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-13,2025-10-13,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/13/2025",10:12:00,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-HOM","6","10/13/2025",10:10:00,"EST",1,8,17,0.007,0.012,0.009,0.007,0.006,0.011,1,,,"TI",,"TI","Sample","CHLC1106202511072025",,,2025-10-13,2025-10-13,2025-11-07,"U","Florida Lakewatch","21FLKWAT"
"10/13/2025",10:26:59,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-HOM","7","10/13/2025",10:24:59,"EST",0.25,8,18,0.004,0.014,0.009,0.004,0.004,0.009,4,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-13,2025-10-13,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/13/2025",13:08:00,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-HOM","8","10/13/2025",13:05:59,"EST",0.25,8,19,0.008,0.019,0.014,0.008,0.008,0.012,6,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-13,2025-10-13,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/13/2025",10:38:00,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-HOM","9","10/13/2025",10:36:00,"EST",0.5,8,20,0.007,0.014,0.011,0.007,0.007,0.01,2,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-13,2025-10-13,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/13/2025",12:55:00,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-HOM","10","10/13/2025",12:53:00,"EST",0.25,8,21,0.006,0.013,0.01,0.006,0.006,0.009,3,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-13,2025-10-13,2025-11-07,,"Florida Lakewatch","21FLKWAT"
,,,"11/07/2025",12:59:59,"EST",,,"CCV1",,,,0.008,8,22,0.004,0.02,0.008,0.004,0.003,0.013,160,,,"",,,"QAQC","CHLC1106202511072025",,,,,2025-11-07,,"Florida Lakewatch","21FLKWAT"
,,,"11/07/2025",12:59:59,"EST",,,"MBLK2",,,,1,8,23,0.008,0.011,0.011,0.008,0.009,0.009,1,,,"U",,"U","QAQC","CHLC1106202511072025",,,,,2025-11-07,"U","Florida Lakewatch","21FLKWAT"
"10/14/2025",12:23:00,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-WIT","1","10/14/2025",12:20:59,"EST",0.25,8,24,0.005,0.042,0.019,0.005,0.012,0.037,10,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-14,2025-10-14,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/14/2025",14:50:00,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-WIT","2","10/14/2025",14:48:00,"EST",0.25,8,25,0.005,0.022,0.011,0.005,0.006,0.019,3,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-14,2025-10-14,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/14/2025",14:29:59,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-WIT","3","10/14/2025",14:28:00,"EST",0.25,8,26,0,0.019,0.007,0,0.003,0.018,3,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-14,2025-10-14,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/14/2025",12:09:00,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-WIT","4","10/14/2025",12:07:00,"EST",0.25,8,27,0.005,0.024,0.012,0.005,0.006,0.019,5,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-14,2025-10-14,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/14/2025",12:36:00,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-WIT","5","10/14/2025",12:34:00,"EST",0.25,8,28,0.007,0.024,0.013,0.007,0.006,0.017,5,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-14,2025-10-14,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/14/2025",12:48:00,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-WIT","6","10/14/2025",12:46:00,"EST",0.25,8,29,0.005,0.043,0.018,0.005,0.004,0.03,10,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-14,2025-10-14,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/14/2025",11:56:59,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-WIT","7","10/14/2025",11:54:59,"EST",0.25,8,30,0.005,0.022,0.011,0.005,0.004,0.016,4,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-14,2025-10-14,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/14/2025",13:01:00,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-WIT","8","10/14/2025",12:59:00,"EST",0.25,8,31,0.006,0.026,0.015,0.006,0.006,0.02,5,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-14,2025-10-14,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/14/2025",13:12:00,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-WIT","9","10/14/2025",13:10:00,"EST",0.25,8,32,0.007,0.051,0.023,0.007,0.01,0.042,10,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-14,2025-10-14,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/14/2025",11:42:00,"EST","11/07/2025",12:59:59,"EST","Citrus","CIT-WIT","10","10/14/2025",11:40:00,"EST",0.25,8,33,0.025,0.038,0.033,0.025,0.028,0.03,9,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-14,2025-10-14,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/13/2025",12:08:00,"EST","11/07/2025",12:59:59,"EST","Hernando","HER-CHA","1","10/13/2025",12:06:00,"EST",0.5,8,34,0.006,0.012,0.009,0.006,0.006,0.009,1,,,"U",,"U","Sample","CHLC1106202511072025",,,2025-10-13,2025-10-13,2025-11-07,"U","Florida Lakewatch","21FLKWAT"
"10/13/2025",11:54:59,"EST","11/07/2025",12:59:59,"EST","Hernando","HER-CHA","2","10/13/2025",11:53:00,"EST",0.25,8,35,0.003,0.012,0.008,0.003,0.003,0.008,3,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-13,2025-10-13,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/13/2025",11:46:00,"EST","11/07/2025",12:59:59,"EST","Hernando","HER-CHA","3","10/13/2025",11:44:00,"EST",0.25,8,36,0.001,0.012,0.006,0.001,0.001,0.007,4,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-13,2025-10-13,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/13/2025",11:35:00,"EST","11/07/2025",12:59:59,"EST","Hernando","HER-CHA","4","10/13/2025",11:33:00,"EST",0.25,8,37,0.004,0.013,0.009,0.004,0.006,0.013,2,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-13,2025-10-13,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/13/2025",11:25:00,"EST","11/07/2025",12:59:59,"EST","Hernando","HER-CHA","5","10/13/2025",11:23:00,"EST",0.25,8,38,0.002,0.007,0.004,0.002,0.002,0.004,3,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-13,2025-10-13,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/13/2025",12:31:00,"EST","11/07/2025",12:59:59,"EST","Hernando","HER-CHA","6","10/13/2025",12:29:00,"EST",0.25,8,39,-0.001,0.006,0.002,-0.001,0,0.002,4,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-13,2025-10-13,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/13/2025",12:39:00,"EST","11/07/2025",12:59:59,"EST","Hernando","HER-CHA","7","10/13/2025",12:37:00,"EST",0.25,8,40,0.005,0.01,0.007,0.005,0.004,0.008,1,,,"U",,"U","Sample","CHLC1106202511072025",,,2025-10-13,2025-10-13,2025-11-07,"U","Florida Lakewatch","21FLKWAT"
"10/13/2025",11:14:00,"EST","11/07/2025",12:59:59,"EST","Hernando","HER-CHA","8","10/13/2025",11:11:59,"EST",0.25,8,41,0.004,0.007,0.005,0.004,0.001,0.004,1,,,"TI",,"TI","Sample","CHLC1106202511072025",,,2025-10-13,2025-10-13,2025-11-07,"U","Florida Lakewatch","21FLKWAT"
"10/13/2025",11:05:00,"EST","11/07/2025",12:59:59,"EST","Hernando","HER-CHA","9","10/13/2025",11:02:59,"EST",0.25,8,42,0.005,0.008,0.006,0.005,0.002,0.004,1,,,"U",,"U","Sample","CHLC1106202511072025",,,2025-10-13,2025-10-13,2025-11-07,"U","Florida Lakewatch","21FLKWAT"
"10/13/2025",10:52:00,"EST","11/07/2025",12:59:59,"EST","Hernando","HER-CHA","10","10/13/2025",10:50:00,"EST",0.25,8,43,0.006,0.011,0.01,0.006,0.006,0.007,3,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-13,2025-10-13,2025-11-07,,"Florida Lakewatch","21FLKWAT"
,,,"11/07/2025",12:59:59,"EST",,,"CCV2",,,,0.008,8,44,0.004,0.021,0.011,0.004,0.004,0.013,214,,,"",,,"QAQC","CHLC1106202511072025",,,,,2025-11-07,,"Florida Lakewatch","21FLKWAT"
,,,"11/07/2025",12:59:59,"EST",,,"MBLK3",,,,1,8,45,0.004,0.007,0.007,0.004,0.004,0.006,1,,,"TI",,"TI","QAQC","CHLC1106202511072025",,,,,2025-11-07,"U","Florida Lakewatch","21FLKWAT"
"10/16/2025",08:21:00,"EST","11/07/2025",12:59:59,"EST","Hernando","HER-WEE","1","10/16/2025",08:19:00,"EST",2,8,46,0.007,0.017,0.011,0.007,0.004,0.013,1,,,"TI",,"TI","Sample","CHLC1106202511072025",,,2025-10-16,2025-10-16,2025-11-07,"U","Florida Lakewatch","21FLKWAT"
"10/16/2025",09:52:00,"EST","11/07/2025",12:59:59,"EST","Hernando","HER-WEE","2","10/16/2025",09:50:00,"EST",0.25,8,47,0.005,0.014,0.01,0.005,0.005,0.01,3,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-16,2025-10-16,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/16/2025",09:29:59,"EST","11/07/2025",12:59:59,"EST","Hernando","HER-WEE","3","10/16/2025",09:20:00,"EST",0.25,8,48,0.007,0.015,0.012,0.007,0.006,0.014,1,,,"TI",,"TI","Sample","CHLC1106202511072025",,,2025-10-16,2025-10-16,2025-11-07,"U","Florida Lakewatch","21FLKWAT"
"10/16/2025",10:22:00,"EST","11/07/2025",12:59:59,"EST","Hernando","HER-WEE","4","10/16/2025",10:20:00,"EST",0.5,8,49,0.005,0.01,0.007,0.005,0.005,0.01,1,,,"TI",,"TI","Sample","CHLC1106202511072025",,,2025-10-16,2025-10-16,2025-11-07,"U","Florida Lakewatch","21FLKWAT"
"10/16/2025",10:46:00,"EST","11/07/2025",12:59:59,"EST","Hernando","HER-WEE","5","10/16/2025",10:44:00,"EST",0.5,8,50,0.001,0.004,0.003,0.001,0,0.002,1,,,"TI",,"TI","Sample","CHLC1106202511072025",,,2025-10-16,2025-10-16,2025-11-07,"U","Florida Lakewatch","21FLKWAT"
"10/16/2025",10:34:00,"EST","11/07/2025",12:59:59,"EST","Hernando","HER-WEE","6","10/16/2025",10:32:00,"EST",0.5,8,51,0.002,0.007,0.004,0.002,0.002,0.003,2,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-16,2025-10-16,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/16/2025",11:37:00,"EST","11/07/2025",12:59:59,"EST","Hernando","HER-WEE","7","10/16/2025",11:35:00,"EST",0.5,8,52,0.001,0.006,0.003,0.001,0.001,0.003,1,,,"U",,"U","Sample","CHLC1106202511072025",,,2025-10-16,2025-10-16,2025-11-07,"U","Florida Lakewatch","21FLKWAT"
"10/16/2025",11:26:00,"EST","11/07/2025",12:59:59,"EST","Hernando","HER-WEE","8","10/16/2025",11:24:00,"EST",0.75,8,53,0.004,0.009,0.007,0.004,0,0.004,1,,,"TI",,"TI","Sample","CHLC1106202511072025",,,2025-10-16,2025-10-16,2025-11-07,"U","Florida Lakewatch","21FLKWAT"
"10/16/2025",11:11:59,"EST","11/07/2025",12:59:59,"EST","Hernando","HER-WEE","9","10/16/2025",11:09:59,"EST",0.75,8,54,0.004,0.009,0.006,0.004,0,0.003,1,,,"U",,"U","Sample","CHLC1106202511072025",,,2025-10-16,2025-10-16,2025-11-07,"U","Florida Lakewatch","21FLKWAT"
"10/16/2025",10:57:59,"EST","11/07/2025",12:59:59,"EST","Hernando","HER-WEE","10","10/16/2025",10:56:00,"EST",0.75,8,55,0.009,0.018,0.014,0.009,0.009,0.012,2,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-16,2025-10-16,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/01/2025",13:21:00,"EST","11/07/2025",12:59:59,"EST","Pasco","PAS-ANC","1","10/01/2025",13:19:00,"EST",0.25,8,56,0.006,0.025,0.015,0.006,0.006,0.02,4,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-01,2025-10-01,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/01/2025",13:43:00,"EST","11/07/2025",12:59:59,"EST","Pasco","PAS-ANC","2","10/01/2025",13:41:00,"EST",0.5,8,57,0.008,0.016,0.012,0.008,0.009,0.01,3,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-01,2025-10-01,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/01/2025",10:59:00,"EST","11/07/2025",12:59:59,"EST","Pasco","PAS-ANC","3","10/01/2025",10:57:00,"EST",0.5,8,58,0.007,0.013,0.011,0.007,0.008,0.009,2,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-01,2025-10-01,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/01/2025",13:32:00,"EST","11/07/2025",12:59:59,"EST","Pasco","PAS-ANC","4","10/01/2025",13:30:00,"EST",0.25,8,59,0.004,0.011,0.008,0.004,0.004,0.007,3,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-01,2025-10-01,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/01/2025",12:29:00,"EST","11/07/2025",12:59:59,"EST","Pasco","PAS-ANC","5","10/01/2025",12:27:00,"EST",0.5,8,60,0.005,0.013,0.009,0.005,0.005,0.009,2,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-01,2025-10-01,2025-11-07,,"Florida Lakewatch","21FLKWAT"
"10/01/2025",12:58:00,"EST","11/07/2025",12:59:59,"EST","Pasco","PAS-ANC","6","10/01/2025",12:56:00,"EST",0.25,8,61,0,0.005,0.002,0,0,0.004,1,,,"U",,"U","Sample","CHLC1106202511072025",,,2025-10-01,2025-10-01,2025-11-07,"U","Florida Lakewatch","21FLKWAT"
"10/01/2025",13:09:00,"EST","11/07/2025",12:59:59,"EST","Pasco","PAS-ANC","7","10/01/2025",13:06:59,"EST",0.25,8,62,0.004,0.009,0.006,0.004,0.004,0.008,1,,,"U",,"U","Sample","CHLC1106202511072025",,,2025-10-01,2025-10-01,2025-11-07,"U","Florida Lakewatch","21FLKWAT"
"10/01/2025",11:07:00,"EST","11/07/2025",12:59:59,"EST","Pasco","PAS-ANC","8","10/01/2025",11:05:00,"EST",0.75,8,63,0.004,0.01,0.007,0.004,0.005,0.01,1,,,"TI",,"TI","Sample","CHLC1106202511072025",,,2025-10-01,2025-10-01,2025-11-07,"U","Florida Lakewatch","21FLKWAT"
"10/01/2025",10:49:00,"EST","11/07/2025",12:59:59,"EST","Pasco","PAS-ANC","9","10/01/2025",10:47:00,"EST",0.5,8,64,0.005,0.01,0.008,0.005,0.003,0.007,1,,,"TI",,"TI","Sample","CHLC1106202511072025",,,2025-10-01,2025-10-01,2025-11-07,"U","Florida Lakewatch","21FLKWAT"
"10/01/2025",13:53:00,"EST","11/07/2025",12:59:59,"EST","Pasco","PAS-ANC","10","10/01/2025",13:51:59,"EST",0.25,8,65,0,0.006,0.003,0,0,0.003,3,,,"",,,"Sample","CHLC1106202511072025",,,2025-10-01,2025-10-01,2025-11-07,,"Florida Lakewatch","21FLKWAT"
,,,"11/07/2025",12:59:59,"EST",,,"CCV3",,,,0.008,8,66,0.001,0.016,0.006,0.001,0.003,0.014,107,,,"",,,"QAQC","CHLC1106202511072025",,,,,2025-11-07,,"Florida Lakewatch","21FLKWAT"
,,,"11/07/2025",12:59:59,"EST",,,"MBLK4",,,,1,8,67,0.011,0.015,0.015,0.011,0.011,0.012,1,,,"U",,"U","QAQC","CHLC1106202511072025",,,,,2025-11-07,"U","Florida Lakewatch","21FLKWAT"
,,,"11/07/2025",12:59:59,"EST",,,"CCV4",,,,0.008,8,71,0.005,0.02,0.009,0.005,0.004,0.014,134,,,"",,,"Sample","CHLC1106202511072025",,,,,2025-11-07,,"Florida Lakewatch","21FLKWAT"
,,,"11/07/2025",12:59:59,"EST",,,"CCV4",,,,0.008,8,88,,,,,,,,,,"",,,"QAQC","CHLC1106202511072025",,,,,2025-11-07,,"Florida Lakewatch","21FLKWAT"
,,,"11/07/2025",12:59:59,"EST",,,"MBLK5",,,,1,8,89,,,,,,,,,,"",,,"QAQC","CHLC1106202511072025",,,,,2025-11-07,,"Florida Lakewatch","21FLKWAT"
,,,"11/07/2025",12:59:59,"EST",,,"CCV5",,,,0.008,8,110,,,,,,,,,,"",,,"QAQC","CHLC1106202511072025",,,,,2025-11-07,,"Florida Lakewatch","21FLKWAT"
,,,"11/07/2025",10:00:00,"EST",,,"MBLK1",,,,1,8,1,0.005,0.005,0.005,0.005,0.005,0.005,1,,,"TI",,"TI","QAQC","CHLC1106202511072025",,,,,2025-11-07,"U","Florida Lakewatch","21FLKWAT"
